NUTS_ID,NUTS_NAME,date,dewpoint_temperature_2m,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m
ITC,Nord-Ovest,10/01/2012,269.2742105,274.2292538,1.79E-05,0.553862762,-0.495692131
ITF,Sud,10/01/2012,272.1738765,277.8465263,5.67E-04,1.0635282,-2.33351949
ITG,Isole,10/01/2012,274.7320952,279.5216436,3.77E-04,0.982997835,-1.551273684
ITI,Centro (IT),10/01/2012,272.615784,277.0439036,6.23E-05,0.17340749,-0.632783846
ITH,Nord-Est,10/01/2012,269.680657,273.8108806,2.44E-04,0.577047352,-0.390664572
ITC,Nord-Ovest,11/01/2012,269.3029956,274.3858744,1.96E-06,0.236191767,-0.268369173
ITF,Sud,11/01/2012,273.1084972,277.9834559,2.66E-04,0.540802557,-2.894751707
ITG,Isole,11/01/2012,276.2171534,280.004791,3.86E-04,0.03806283,-1.800329353
ITI,Centro (IT),11/01/2012,272.2339616,276.9410701,1.44E-06,-0.370946596,-0.869384704
ITH,Nord-Est,11/01/2012,269.4593635,273.6874067,1.41E-06,0.303692591,-0.103855317
ITC,Nord-Ovest,12/01/2012,269.7645038,273.8931587,6.20E-05,0.343203824,-0.160386062
ITF,Sud,12/01/2012,274.2142234,278.7338607,2.99E-06,1.012512835,-0.739779396
ITG,Isole,12/01/2012,275.6233415,279.7181718,2.49E-06,0.570063766,-0.703874163
ITI,Centro (IT),12/01/2012,273.5341039,277.9190306,5.55E-05,0.378539777,0.168370451
ITH,Nord-Est,12/01/2012,269.569678,272.9113021,9.17E-06,0.508893027,-0.030262725
ITC,Nord-Ovest,13/01/2012,270.1648836,274.3161155,1.18E-04,0.413998652,-0.42354777
ITF,Sud,13/01/2012,275.8193838,279.0340945,1.33E-04,2.040296196,0.575136406
ITG,Isole,13/01/2012,277.3400957,280.4498274,7.98E-05,2.654707376,-0.050731865
ITI,Centro (IT),13/01/2012,276.5337472,278.8342984,3.64E-04,0.304988463,0.596399873
ITH,Nord-Est,13/01/2012,270.6106859,273.5967924,2.33E-04,0.2869936,-0.496493188
ITC,Nord-Ovest,14/01/2012,267.4410337,272.2765942,4.10E-05,-0.093708222,-0.689989464
ITF,Sud,14/01/2012,272.9314249,277.9774572,0.001576274,0.126091388,-1.551616709
ITG,Isole,14/01/2012,277.6713355,281.0900726,4.08E-04,2.027928054,-0.453304399
ITI,Centro (IT),14/01/2012,272.4055192,277.3400762,2.46E-04,-1.290518101,-0.928521393
ITH,Nord-Est,14/01/2012,267.4955933,271.4491488,2.57E-04,0.213443748,-0.519049098
ITC,Nord-Ovest,15/01/2012,265.7944213,270.475878,1.17E-04,-0.221699736,-0.462264315
ITF,Sud,15/01/2012,269.0242616,275.4395767,6.25E-04,-0.241318317,-1.289446951
ITG,Isole,15/01/2012,277.648223,280.0402747,0.00318552,-0.80162923,0.095759799
ITI,Centro (IT),15/01/2012,268.9984381,275.0391108,1.08E-05,-0.973615313,-0.36659334
ITH,Nord-Est,15/01/2012,265.0695476,269.6630719,3.41E-05,0.002618707,-0.469115211
ITC,Nord-Ovest,16/01/2012,265.2675088,269.4502409,7.75E-05,-0.093894676,-0.643871024
ITF,Sud,16/01/2012,268.2467289,273.9874378,3.81E-04,-0.761688697,-1.492809945
ITG,Isole,16/01/2012,277.2615486,279.7775519,0.003723796,-3.165975194,0.619731052
ITI,Centro (IT),16/01/2012,269.5191165,273.947362,1.63E-04,-1.397124006,-0.63367548
ITH,Nord-Est,16/01/2012,264.2490532,269.169289,1.44E-04,5.60E-04,-0.488981753
ITC,Nord-Ovest,17/01/2012,264.8178762,269.8579537,5.19E-06,0.358418423,-0.231894486
ITF,Sud,17/01/2012,268.3172453,274.2078028,5.48E-05,0.131615855,-1.322284973
ITG,Isole,17/01/2012,274.006537,278.8712858,2.21E-04,-2.230372823,-0.343850818
ITI,Centro (IT),17/01/2012,268.6991984,274.2140023,1.72E-07,-0.403553126,-0.265878177
ITH,Nord-Est,17/01/2012,265.1483456,269.8683829,7.16E-06,0.563482038,-0.174150772
ITC,Nord-Ovest,18/01/2012,266.1680668,270.8767203,2.23E-05,0.084092773,-0.208867722
ITF,Sud,18/01/2012,271.1553288,275.9112529,1.56E-04,0.627560507,-1.15344917
ITG,Isole,18/01/2012,273.6979801,278.0773464,4.70E-06,-0.328027267,-0.775748179
ITI,Centro (IT),18/01/2012,270.3600228,275.3814281,2.73E-06,-0.178610792,-0.228191306
ITH,Nord-Est,18/01/2012,266.359457,270.5111304,2.78E-06,0.329269666,-0.192905672
ITC,Nord-Ovest,19/01/2012,269.2187659,272.8901221,1.92E-04,0.614540479,-0.130419654
ITF,Sud,19/01/2012,272.8139954,277.3042152,3.86E-05,1.47090248,0.528488264
ITG,Isole,19/01/2012,275.2548922,279.0346473,1.95E-05,1.527300263,-0.378299272
ITI,Centro (IT),19/01/2012,273.6734776,276.6589656,1.74E-04,0.368648627,1.169193392
ITH,Nord-Est,19/01/2012,268.9718559,272.1140943,1.67E-04,0.650264889,0.360882096
ITC,Nord-Ovest,20/01/2012,270.8582125,274.3609898,0.00370805,0.971377574,-0.38797831
ITF,Sud,20/01/2012,277.5242231,280.1614389,0.002373319,2.641510532,1.41312275
ITG,Isole,20/01/2012,279.0201448,282.1098024,0.001060832,5.401760307,-0.956671826
ITI,Centro (IT),20/01/2012,277.9395392,279.5271049,0.001749066,0.631557289,0.780566167
ITH,Nord-Est,20/01/2012,270.4781033,273.3575275,0.003010524,0.658718678,-0.126324474
ITC,Nord-Ovest,21/01/2012,271.0792738,274.6361023,0.002243737,0.44356294,-0.202591502
ITF,Sud,21/01/2012,274.4512303,278.8786318,0.001721027,0.701153998,-0.687059972
ITG,Isole,21/01/2012,279.6768648,282.8373439,9.66E-04,4.068900169,-2.020387724
ITI,Centro (IT),21/01/2012,275.7152477,278.117194,3.50E-05,-0.001410337,0.17503799
ITH,Nord-Est,21/01/2012,270.0028643,273.1690648,0.001956904,0.43660397,-0.075157395
ITC,Nord-Ovest,22/01/2012,273.3644954,276.2436193,2.56E-04,0.631300224,0.038864223
ITF,Sud,22/01/2012,276.344151,279.6517359,7.98E-05,1.294794853,1.264801298
ITG,Isole,22/01/2012,280.4792903,282.8390536,5.49E-04,3.364326493,-0.876610012
ITI,Centro (IT),22/01/2012,277.5349656,279.6315402,1.66E-04,-0.344585238,1.379649543
ITH,Nord-Est,22/01/2012,272.1897722,274.7834337,4.46E-04,0.313733703,-0.009749756
ITC,Nord-Ovest,23/01/2012,272.0672649,275.5557577,6.00E-05,0.248397718,-0.257259004
ITF,Sud,23/01/2012,277.6013146,280.0568371,1.75E-04,0.48830034,0.580947754
ITG,Isole,23/01/2012,280.7158755,283.0150261,5.96E-04,1.673286861,0.236153275
ITI,Centro (IT),23/01/2012,278.4386143,280.4506464,1.62E-04,-0.312129317,0.282341445
ITH,Nord-Est,23/01/2012,272.3538417,274.7264858,1.18E-04,0.251164584,-0.394793288
ITC,Nord-Ovest,24/01/2012,269.1336949,274.5581618,4.60E-04,0.398938409,-0.747235132
ITF,Sud,24/01/2012,277.5527013,279.6537831,0.003353255,1.293104213,-0.836909566
ITG,Isole,24/01/2012,279.4065865,281.7893204,6.80E-04,2.113643887,-1.055986115
ITI,Centro (IT),24/01/2012,276.4840363,279.2046219,0.001014693,0.057309097,-1.43395917
ITH,Nord-Est,24/01/2012,269.1252986,273.1701484,0.001094822,0.562284801,-0.851031052
ITC,Nord-Ovest,25/01/2012,267.7435039,273.5885684,1.13E-04,-0.113591577,-0.319020057
ITF,Sud,25/01/2012,271.4647366,276.2061318,0.002069466,1.788362097,-3.978351533
ITG,Isole,25/01/2012,275.6115805,280.4762459,5.68E-04,0.58475841,-2.028356085
ITI,Centro (IT),25/01/2012,269.687633,275.7872085,2.07E-04,-0.537264357,-1.999487042
ITH,Nord-Est,25/01/2012,265.2295516,271.124525,2.37E-05,0.188182329,-0.473642586
ITC,Nord-Ovest,26/01/2012,268.66925,272.7264194,2.55E-05,-0.287728944,-0.212649477
ITF,Sud,26/01/2012,268.8325182,275.6076357,1.52E-04,1.728884134,-3.316801137
ITG,Isole,26/01/2012,273.9811426,279.488305,6.68E-05,0.533912116,-0.843822269
ITI,Centro (IT),26/01/2012,268.5071829,275.0778112,1.64E-06,-0.36629735,-1.023721919
ITH,Nord-Est,26/01/2012,265.2806816,270.8092773,1.21E-05,-0.172287137,-0.067269531
ITC,Nord-Ovest,27/01/2012,270.6484908,272.9638693,8.90E-04,-0.402227936,-0.356182274
ITF,Sud,27/01/2012,270.0412548,275.9570373,2.52E-06,0.339630082,-1.202457784
ITG,Isole,27/01/2012,276.1482729,280.1126405,2.46E-04,-0.831655187,0.379350519
ITI,Centro (IT),27/01/2012,270.4879401,275.8881445,5.08E-06,-0.765787979,-0.457106808
ITH,Nord-Est,27/01/2012,268.3300375,272.2112535,2.64E-05,-0.367052381,-0.336658215
ITC,Nord-Ovest,28/01/2012,271.4108039,272.6345812,0.01163552,-0.659752658,-0.566908884
ITF,Sud,28/01/2012,271.8182721,276.0964402,9.38E-05,-0.466659554,-0.024352519
ITG,Isole,28/01/2012,276.7001083,280.0725856,0.001141393,-1.369410213,0.563836392
ITI,Centro (IT),28/01/2012,272.4585613,276.0145171,1.31E-04,-1.159424227,-0.136639374
ITH,Nord-Est,28/01/2012,269.5624575,272.8505216,7.87E-04,-0.934302771,-0.4230271
ITC,Nord-Ovest,29/01/2012,269.3909002,271.3000481,0.014707894,-0.425705713,-1.100781982
ITF,Sud,29/01/2012,273.4438978,276.8586784,0.001678705,-0.911933256,-0.35639919
ITG,Isole,29/01/2012,276.7141268,279.3970115,0.004194879,-0.896607129,-0.245769794
ITI,Centro (IT),29/01/2012,273.2157193,276.5231409,0.001957333,-1.95573754,-0.884718791
ITH,Nord-Est,29/01/2012,268.1488705,272.3438364,0.002169912,-2.003610977,-1.060371664
ITC,Nord-Ovest,30/01/2012,266.690752,269.7012992,0.001897517,-0.119552169,-0.818445923
ITF,Sud,30/01/2012,275.7500256,277.4954617,0.008534134,-1.8035716,-0.700284252
ITG,Isole,30/01/2012,278.3147758,280.0112958,0.014219575,-2.341527262,-0.973209979
ITI,Centro (IT),30/01/2012,271.5145367,275.471966,5.86E-04,-1.830115317,-2.42008711
ITH,Nord-Est,30/01/2012,264.4630155,270.4559186,2.15E-04,-1.165040545,-1.210719986
ITC,Nord-Ovest,31/01/2012,264.8283654,267.56932,0.00595284,-0.4568881,-0.80378244
ITF,Sud,31/01/2012,273.7872964,276.8515601,0.002443342,-0.760051669,0.176876816
ITG,Isole,31/01/2012,277.1556176,279.8473925,0.00794803,0.047065619,0.025636114
ITI,Centro (IT),31/01/2012,271.6350844,274.7141806,0.005159898,-1.298007299,-0.73304833
ITH,Nord-Est,31/01/2012,263.2066055,268.8110197,0.00330981,-1.634066052,-1.089031474
ITC,Nord-Ovest,01/02/2012,264.2464504,266.9060807,0.00500327,0.230337483,-0.792790848
ITF,Sud,01/02/2012,275.0249737,276.6480825,0.018049545,-0.1368795,2.315913168
ITG,Isole,01/02/2012,275.458599,279.1840148,0.004796134,3.933337551,-0.323686573
ITI,Centro (IT),01/02/2012,272.1705781,273.8003022,0.026117059,-1.710784154,-2.170640584
ITH,Nord-Est,01/02/2012,263.9929561,268.5505988,0.011837966,-1.931552441,-2.088892882
ITC,Nord-Ovest,02/02/2012,263.749153,266.3505146,0.002872191,-0.19696641,-0.847375254
ITF,Sud,02/02/2012,273.9633543,276.4225509,0.004895242,0.250625843,0.196985283
ITG,Isole,02/02/2012,276.8146817,279.249672,0.006638951,-0.913045799,0.845619995
ITI,Centro (IT),02/02/2012,270.0260112,272.5371854,0.005696138,-1.82606623,-2.191299757
ITH,Nord-Est,02/02/2012,262.4058036,267.7325636,0.003501449,-2.112898161,-1.594767292
ITC,Nord-Ovest,03/02/2012,259.4242217,263.9054347,1.80E-04,0.007284331,-1.03450244
ITF,Sud,03/02/2012,274.9966645,276.7112223,0.019258291,-0.365557831,0.65264913
ITG,Isole,03/02/2012,276.4530977,279.0758677,0.010409152,-0.539190609,-0.013785785
ITI,Centro (IT),03/02/2012,267.8397684,270.6949389,0.014881545,-2.305818027,-3.76400367
ITH,Nord-Est,03/02/2012,258.4811116,265.1316424,7.57E-04,-1.831970619,-1.983490042
ITC,Nord-Ovest,04/02/2012,257.2265899,262.7216523,3.80E-04,0.245850313,-0.915512475
ITF,Sud,04/02/2012,272.6886773,275.239256,0.006208185,0.934103277,-0.289936284
ITG,Isole,04/02/2012,273.5083413,277.0528987,0.002363182,0.942329245,-0.994551243
ITI,Centro (IT),04/02/2012,266.1648698,269.3018883,0.007988965,-1.294417502,-3.008837068
ITH,Nord-Est,04/02/2012,257.7492587,264.3054325,0.002651114,-1.002563527,-1.926885177
ITC,Nord-Ovest,05/02/2012,257.6488941,262.3285023,4.47E-04,0.014761342,-0.625816494
ITF,Sud,05/02/2012,271.7130102,274.4014962,0.003121745,-0.613017383,-1.793756022
ITG,Isole,05/02/2012,273.3950229,276.0837355,0.004460899,-0.486351102,-1.363433965
ITI,Centro (IT),05/02/2012,265.5034476,268.8071659,0.001235474,-1.445500337,-2.443784851
ITH,Nord-Est,05/02/2012,258.2527868,264.3292629,3.97E-04,-0.924904266,-1.137306663
ITC,Nord-Ovest,06/02/2012,255.9190392,262.1903647,2.53E-05,0.395810382,-0.771508022
ITF,Sud,06/02/2012,271.0022833,273.0446351,0.012671348,0.433964604,-3.706717245
ITG,Isole,06/02/2012,272.0370785,275.4678601,0.003235763,1.686093445,-3.286831198
ITI,Centro (IT),06/02/2012,264.9140762,268.648885,5.66E-04,-1.359277368,-3.47026167
ITH,Nord-Est,06/02/2012,257.3964777,263.6933037,2.14E-04,-0.405167656,-1.552782449
ITC,Nord-Ovest,07/02/2012,258.5530972,264.376341,5.77E-04,0.286974338,-0.900080435
ITF,Sud,07/02/2012,270.0827508,272.3943929,0.007982867,0.661323633,-3.147547214
ITG,Isole,07/02/2012,271.7466591,275.7468769,0.002247782,1.736999873,-2.377897357
ITI,Centro (IT),07/02/2012,266.1251084,270.1172325,0.001180907,-2.200540203,-3.680516125
ITH,Nord-Est,07/02/2012,262.209675,266.9525207,0.001835274,-0.875734633,-1.770056271
ITC,Nord-Ovest,08/02/2012,264.4619193,269.080649,5.18E-04,0.001351862,-0.943172291
ITF,Sud,08/02/2012,272.1731425,274.1099679,0.009237781,-0.73503139,-1.766842714
ITG,Isole,08/02/2012,273.6415965,276.7629951,0.002477825,-0.576397292,-1.751250141
ITI,Centro (IT),08/02/2012,268.0409041,271.8660304,3.79E-04,-1.943180729,-2.941612336
ITH,Nord-Est,08/02/2012,263.3686321,269.5306707,1.91E-04,-1.138797104,-1.135023327
ITC,Nord-Ovest,09/02/2012,262.329279,268.090031,2.13E-04,-0.012185372,-0.527831621
ITF,Sud,09/02/2012,270.7447408,273.8328899,0.002965988,0.016370852,-1.219589417
ITG,Isole,09/02/2012,274.0357669,277.3936863,9.55E-04,0.831930418,-1.140958102
ITI,Centro (IT),09/02/2012,266.5883735,271.3509489,5.26E-05,-0.814361136,-1.281055123
ITH,Nord-Est,09/02/2012,261.9034505,268.0745414,7.28E-04,-0.425813631,-0.599317703
ITC,Nord-Ovest,10/02/2012,260.0339392,265.4432204,0.002593077,-0.741463242,-1.343629224
ITF,Sud,10/02/2012,272.3913234,274.3568002,0.010147739,-0.615150147,1.04617001
ITG,Isole,10/02/2012,274.8467894,277.3848449,0.004195511,2.577352598,0.143135019
ITI,Centro (IT),10/02/2012,268.31283,271.2166853,0.012967349,-2.891496981,-3.165291536
ITH,Nord-Est,10/02/2012,259.6534175,266.1748913,0.003099135,-2.752227815,-2.190336925
ITC,Nord-Ovest,11/02/2012,260.9706658,265.0489719,0.001468088,-0.177765821,-0.621227624
ITF,Sud,11/02/2012,272.9900865,275.4568295,0.005564942,0.809998025,1.659188274
ITG,Isole,11/02/2012,273.4275123,275.920999,0.007235119,1.598173754,0.143671603
ITI,Centro (IT),11/02/2012,267.697141,270.6460979,0.007337924,-1.345132042,-1.976414538
ITH,Nord-Est,11/02/2012,260.4390496,265.7900947,0.00438789,-1.863784303,-1.936792389
ITC,Nord-Ovest,12/02/2012,260.5398081,264.7123134,3.62E-04,0.149112155,-0.545496457
ITF,Sud,12/02/2012,272.3030281,274.2204455,0.007162076,0.705259714,-0.970853347
ITG,Isole,12/02/2012,271.9644638,275.5043323,0.003709335,1.327836449,-1.055272704
ITI,Centro (IT),12/02/2012,266.3674725,269.6774742,0.001095847,-1.010560969,-2.139200809
ITH,Nord-Est,12/02/2012,261.6752718,265.8550109,0.002544273,-0.37714641,-1.268492919
ITC,Nord-Ovest,13/02/2012,260.7863958,265.7738101,2.00E-05,0.430654895,-0.307115524
ITF,Sud,13/02/2012,269.9852146,273.0787376,0.001097144,0.893479541,-0.974999771
ITG,Isole,13/02/2012,271.5494588,274.9389771,0.001550503,1.097578787,-0.769988874
ITI,Centro (IT),13/02/2012,265.7101934,269.6468017,1.25E-04,-0.59269127,-1.589371497
ITH,Nord-Est,13/02/2012,262.0529665,266.9341284,1.10E-04,0.564438233,-0.193704684
ITC,Nord-Ovest,14/02/2012,262.0201786,266.5425834,3.52E-05,0.559407609,-0.211914635
ITF,Sud,14/02/2012,269.4750987,271.9782398,0.002896476,0.388226625,-1.19125903
ITG,Isole,14/02/2012,270.9912393,275.4115344,9.73E-04,1.39734223,-1.017677989
ITI,Centro (IT),14/02/2012,264.9587305,269.7422717,6.55E-05,-0.672361559,-1.182778851
ITH,Nord-Est,14/02/2012,262.1759341,267.3016242,9.98E-05,0.584923929,0.074752262
ITC,Nord-Ovest,15/02/2012,264.1671714,269.097283,5.22E-04,1.467074161,-0.101034677
ITF,Sud,15/02/2012,268.0619643,272.4839969,5.25E-04,2.233842193,0.32688169
ITG,Isole,15/02/2012,272.7924157,276.9227434,0.002206504,3.666953857,-0.847819302
ITI,Centro (IT),15/02/2012,267.8303811,272.0813942,2.56E-04,0.807982052,0.946851543
ITH,Nord-Est,15/02/2012,265.4408471,269.755136,8.04E-04,1.449553212,0.328506939
ITC,Nord-Ovest,16/02/2012,266.4292371,272.1699,6.95E-05,0.440173853,-0.45099731
ITF,Sud,16/02/2012,269.6848493,274.8244564,0.001419409,0.956976605,-2.246674197
ITG,Isole,16/02/2012,276.2447042,279.9438076,0.001352741,2.223827699,-1.563572228
ITI,Centro (IT),16/02/2012,269.9268338,274.449683,1.58E-05,-0.816664649,-0.530483941
ITH,Nord-Est,16/02/2012,266.8497865,272.1235199,3.23E-04,0.062276909,-0.267211567
ITC,Nord-Ovest,17/02/2012,267.7700774,272.7957521,1.23E-05,0.432354922,-0.20264345
ITF,Sud,17/02/2012,268.2517062,274.6467405,7.18E-06,1.030199002,-1.656203589
ITG,Isole,17/02/2012,273.7721643,278.6368606,2.66E-05,-0.02436188,-0.601806604
ITI,Centro (IT),17/02/2012,270.0857024,275.0671488,4.03E-06,0.043461571,0.461442753
ITH,Nord-Est,17/02/2012,268.2933078,272.4922047,9.86E-05,0.433956535,0.038155378
ITC,Nord-Ovest,18/02/2012,270.3485728,273.8176523,2.23E-04,0.247139804,-0.009738659
ITF,Sud,18/02/2012,272.8393754,276.4311758,6.88E-05,1.124466237,0.249131708
ITG,Isole,18/02/2012,275.2553142,279.1948676,1.26E-04,0.614546792,0.221746262
ITI,Centro (IT),18/02/2012,274.1017947,276.7895791,1.10E-04,0.035664666,0.778426012
ITH,Nord-Est,18/02/2012,270.5926511,273.7240871,6.15E-05,0.212790877,0.333110155
ITC,Nord-Ovest,19/02/2012,272.3351777,274.3779088,0.001754743,0.065897731,-0.138397286
ITF,Sud,19/02/2012,275.2971675,278.00545,7.47E-04,0.718113633,1.329101152
ITG,Isole,19/02/2012,275.7827108,279.5119338,3.43E-04,0.337747665,0.863611331
ITI,Centro (IT),19/02/2012,275.7861295,277.5436873,0.002857871,-0.072859664,1.338600433
ITH,Nord-Est,19/02/2012,272.7777781,274.7264716,0.002952297,0.036730298,0.311177536
ITC,Nord-Ovest,20/02/2012,269.640289,272.208146,0.005669676,-0.398084562,-0.960264311
ITF,Sud,20/02/2012,276.2009671,278.404613,0.002995198,-0.071315677,1.369332251
ITG,Isole,20/02/2012,276.6380235,279.8863963,0.001485181,0.525301351,0.690454927
ITI,Centro (IT),20/02/2012,275.6080546,277.185133,0.007670088,-1.467488594,-0.270912432
ITH,Nord-Est,20/02/2012,270.3795054,272.9297599,0.012744235,-1.41092317,-1.483242459
ITC,Nord-Ovest,21/02/2012,268.3617069,272.4623898,4.60E-04,0.297926308,-0.653094495
ITF,Sud,21/02/2012,276.6858192,278.2103361,0.008457776,-0.84727985,-0.366519955
ITG,Isole,21/02/2012,277.1766184,279.8489967,0.014625559,-2.121543755,-1.068096017
ITI,Centro (IT),21/02/2012,274.0654628,276.8246632,0.001828917,-1.493422119,-2.004921438
ITH,Nord-Est,21/02/2012,267.8712139,272.7177178,7.05E-04,-0.005566055,-0.91496299
ITC,Nord-Ovest,22/02/2012,266.7048052,273.5334,8.55E-07,0.281368487,-0.761750813
ITF,Sud,22/02/2012,277.5588739,279.3570649,0.015907692,-2.757209801,-1.692316504
ITG,Isole,22/02/2012,279.3679481,281.5444817,0.018919905,-2.62481993,-2.029900955
ITI,Centro (IT),22/02/2012,273.4095298,277.3554069,3.28E-04,-1.527900724,-2.697176569
ITH,Nord-Est,22/02/2012,266.7966765,273.238077,9.87E-07,0.132398003,-1.009209583
ITC,Nord-Ovest,23/02/2012,268.0595117,275.6060615,4.64E-06,0.5925818,-0.392092336
ITF,Sud,23/02/2012,277.2490837,279.4104895,0.00611247,-0.685379847,-1.402348854
ITG,Isole,23/02/2012,278.116161,281.4762191,6.80E-04,-0.708503796,-1.304740602
ITI,Centro (IT),23/02/2012,273.5136369,278.6734863,2.17E-06,-0.368301917,-1.025723209
ITH,Nord-Est,23/02/2012,269.4296781,275.3264841,1.72E-05,0.693229282,-0.244531877
ITC,Nord-Ovest,24/02/2012,273.0628494,278.6159368,2.92E-06,0.549541381,0.017185236
ITF,Sud,24/02/2012,274.9703617,280.5955361,2.02E-05,1.361721517,-0.914710003
ITG,Isole,24/02/2012,278.3488596,281.6993575,1.38E-05,0.699630167,-0.783256543
ITI,Centro (IT),24/02/2012,274.451653,280.5977837,1.30E-06,0.522641502,-0.114275837
ITH,Nord-Est,24/02/2012,273.1408067,278.1768176,3.05E-06,0.636230973,0.031503876
ITC,Nord-Ovest,25/02/2012,274.9045036,279.4901554,2.54E-05,0.503965411,0.277046574
ITF,Sud,25/02/2012,277.3588212,281.998089,1.70E-05,1.324226554,0.159731703
ITG,Isole,25/02/2012,278.5576492,281.8359769,6.99E-06,1.141387963,-0.506794892
ITI,Centro (IT),25/02/2012,276.0561265,280.5053208,7.00E-06,0.902650565,0.17302863
ITH,Nord-Est,25/02/2012,274.5787655,278.7303255,1.51E-04,0.445067695,0.013404646
ITC,Nord-Ovest,26/02/2012,272.3477102,278.1279231,6.30E-04,0.023181272,-0.917381441
ITF,Sud,26/02/2012,277.2117719,280.5449387,0.004946824,1.071502623,-1.13428276
ITG,Isole,26/02/2012,279.3165552,282.2400061,2.97E-04,1.626784895,-0.961329804
ITI,Centro (IT),26/02/2012,276.364339,279.1380559,0.002399002,-0.046472529,-1.337467578
