NUTS_ID,NUTS_NAME,date,dewpoint_temperature_2m,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m
UKG,West Midlands (England),11/01/2015,273.5281796,277.7994741,1.62E-04,6.21137921,1.211596273
UKH,East of England,11/01/2015,273.1049131,278.1071807,1.83E-05,6.891421757,1.506550008
UKI,London,11/01/2015,273.5429625,278.3960973,6.32E-05,5.441223724,1.293191488
UKJ,South East (England),12/01/2015,279.7870969,282.6061303,0.004554755,6.287609688,5.334469792
UKK,South West (England),12/01/2015,280.1780243,282.5536608,0.007523199,6.084089863,5.332831509
UKL,Wales,12/01/2015,278.2221844,280.2252163,0.011989753,5.199103397,3.808538073
UKM,Scotland,12/01/2015,273.1750821,276.4368424,0.012401669,6.801644397,4.946698511
UKN,Northern Ireland,12/01/2015,274.4518917,278.2903332,0.006193352,5.318021247,4.095578644
UKC,North East (England),12/01/2015,274.5555435,278.242891,0.004825036,6.772562598,4.560708144
UKD,North West (England),12/01/2015,275.7911922,279.0170001,0.007530952,5.747621984,4.163597705
UKE,Yorkshire and the Humber,12/01/2015,275.7309166,279.2432477,0.005780768,6.475708599,4.189031756
UKF,East Midlands (England),12/01/2015,277.8279395,280.8998312,0.005235488,5.632070457,4.382979289
UKG,West Midlands (England),12/01/2015,278.1681558,280.8267069,0.00726076,4.747871889,3.777719408
UKH,East of England,12/01/2015,278.820503,282.1651392,0.004870757,6.051435468,5.263118701
UKI,London,12/01/2015,279.4619922,282.7095755,0.003251714,5.452649047,4.910426887
UKJ,South East (England),13/01/2015,277.5324488,280.0458372,0.009430035,4.851592736,2.95509704
UKK,South West (England),13/01/2015,276.0984148,278.7125259,0.006005647,5.16121089,2.112205016
UKL,Wales,13/01/2015,273.5512453,276.0845577,0.00632456,4.285914029,2.185300118
UKM,Scotland,13/01/2015,270.1894573,273.1512575,0.005246105,4.557006457,4.130747015
UKN,Northern Ireland,13/01/2015,271.2214619,273.9539514,0.001051605,4.018207851,3.650963284
UKC,North East (England),13/01/2015,271.6672106,274.7417949,0.001955265,4.21318454,3.447286798
UKD,North West (England),13/01/2015,272.340082,275.7036247,0.003990587,4.549319607,2.974693357
UKE,Yorkshire and the Humber,13/01/2015,272.86498,276.0390223,0.001400978,4.239671797,3.286505842
UKF,East Midlands (England),13/01/2015,275.1019819,277.349504,0.003771284,3.965224024,2.800970919
UKG,West Midlands (England),13/01/2015,274.5795443,276.6736346,0.003847928,3.324165404,2.578496739
UKH,East of England,13/01/2015,277.5252871,279.7843274,0.007713838,4.620111597,3.088350433
UKI,London,13/01/2015,277.7407453,280.2657607,0.008253117,4.196384836,2.842043334
UKJ,South East (England),14/01/2015,273.9455939,277.6348282,0.003178498,4.249560861,4.458464388
UKK,South West (England),14/01/2015,274.620291,277.909713,0.007258974,4.653017572,5.015489301
UKL,Wales,14/01/2015,273.3590697,276.3488207,0.01173769,3.241245705,4.991385317
UKM,Scotland,14/01/2015,271.4773103,273.8762117,0.01209178,2.131174132,5.163627457
UKN,Northern Ireland,14/01/2015,272.7050417,275.2616758,0.00936274,2.075099126,5.816554888
UKC,North East (England),14/01/2015,271.3259412,274.4463504,0.003652525,3.507376105,4.957799827
UKD,North West (England),14/01/2015,272.3652547,275.2149659,0.008023561,2.287162101,5.058696818
UKE,Yorkshire and the Humber,14/01/2015,271.8019637,275.0509765,0.002350528,3.360294586,5.206309548
UKF,East Midlands (England),14/01/2015,272.6334938,275.8037023,0.001561161,3.536117863,5.23285299
UKG,West Midlands (England),14/01/2015,273.1198693,276.0000632,0.004577039,2.692018911,4.992927202
UKH,East of England,14/01/2015,273.0834604,276.7790712,8.56E-04,4.0672954,4.854170895
UKI,London,14/01/2015,273.6269178,277.410428,0.002176952,3.55866616,4.154590407
UKJ,South East (England),15/01/2015,275.743748,280.1219381,0.011355612,6.035277891,5.720596181
UKK,South West (England),15/01/2015,274.4896693,279.1280857,0.00726603,7.095009468,4.388842707
UKL,Wales,15/01/2015,273.5419829,277.6979157,0.007802241,6.912099332,4.664534223
UKM,Scotland,15/01/2015,273.621083,276.1782239,0.011391866,3.760814166,5.865894488
UKN,Northern Ireland,15/01/2015,273.2454913,277.1336259,0.005330697,6.515881359,5.192383951
UKC,North East (England),15/01/2015,273.1982966,277.3642064,0.006946206,5.524416716,7.497400068
UKD,North West (England),15/01/2015,273.4933464,277.8767422,0.008274363,6.339540284,6.920570675
UKE,Yorkshire and the Humber,15/01/2015,273.3044192,278.30802,0.004796218,5.918976724,7.577875453
UKF,East Midlands (England),15/01/2015,274.1944081,279.0191996,0.004454601,5.758272909,7.186575389
UKG,West Midlands (England),15/01/2015,273.8848053,278.2252939,0.006085995,5.349992922,5.529720192
UKH,East of England,15/01/2015,275.4841704,280.225024,0.006877344,5.421648162,7.045371691
UKI,London,15/01/2015,275.7129653,280.3482003,0.010232309,4.935778574,5.469133914
UKJ,South East (England),16/01/2015,273.3569879,276.7343363,0.001143804,3.364277149,0.54510336
UKK,South West (England),16/01/2015,272.8688227,276.2419322,3.52E-04,3.237653419,-0.585667498
UKL,Wales,16/01/2015,272.5602667,275.0852447,0.001626423,3.615652611,-0.510631501
UKM,Scotland,16/01/2015,270.1204806,273.4755663,0.003233265,6.199214177,-0.390423996
UKN,Northern Ireland,16/01/2015,271.561121,274.6874283,0.002439893,4.462528434,0.103420819
UKC,North East (England),16/01/2015,271.0514017,274.6135413,2.20E-04,5.947350398,1.451312787
UKD,North West (England),16/01/2015,272.4625068,274.9872826,0.003340332,4.761440888,0.173212801
UKE,Yorkshire and the Humber,16/01/2015,272.1894523,275.3759072,5.87E-04,5.442946391,1.162873798
UKF,East Midlands (England),16/01/2015,272.8572217,275.6432823,2.87E-04,4.617430743,1.154027576
UKG,West Midlands (England),16/01/2015,272.7032414,275.0384953,4.24E-04,3.424595964,0.440849936
UKH,East of England,16/01/2015,273.0651375,276.6042804,9.71E-05,4.313470172,1.527457181
UKI,London,16/01/2015,272.9106727,276.8121309,2.77E-04,3.114786959,0.859275182
UKJ,South East (England),17/01/2015,272.4794925,274.7049181,0.001330149,2.714276093,1.78005345
UKK,South West (England),17/01/2015,273.1137473,275.5072041,0.001387284,2.971250844,1.56261109
UKL,Wales,17/01/2015,272.6841039,275.0956557,0.003221826,3.320840373,1.088240914
UKM,Scotland,17/01/2015,270.1167316,272.2059053,0.001668565,3.015235057,0.682937803
UKN,Northern Ireland,17/01/2015,272.3609755,274.1359657,0.001701524,3.561661129,0.915501098
UKC,North East (England),17/01/2015,271.7781269,273.986499,5.07E-04,3.630434501,1.522452955
UKD,North West (England),17/01/2015,272.7421506,274.2730629,0.004660111,3.302270109,1.447894321
UKE,Yorkshire and the Humber,17/01/2015,272.051252,274.2985527,0.001042404,3.891902433,2.278175459
UKF,East Midlands (England),17/01/2015,271.5061799,274.2940858,2.53E-04,3.575276203,2.519632707
UKG,West Midlands (England),17/01/2015,271.7779164,274.2235611,4.08E-04,2.633335857,2.080162147
UKH,East of England,17/01/2015,271.673974,274.2614362,6.33E-04,3.260887141,2.612998561
UKI,London,17/01/2015,272.1957396,274.3154101,0.001007737,2.269434651,1.934404651
UKJ,South East (England),18/01/2015,273.2390812,274.6408687,0.002286774,0.86148022,-2.197896717
UKK,South West (England),18/01/2015,273.0990483,275.2365558,0.001410592,0.898672256,-2.958188418
UKL,Wales,18/01/2015,271.5031049,273.7206286,7.38E-04,0.975834642,-2.358103695
UKM,Scotland,18/01/2015,269.9884725,272.8035195,0.002388938,1.441017006,-4.122852168
UKN,Northern Ireland,18/01/2015,271.7536314,275.0030225,4.52E-04,1.41029694,-3.338709482
UKC,North East (England),18/01/2015,270.5113256,272.8232303,0.001924808,2.684091554,-2.283443384
UKD,North West (England),18/01/2015,270.9824876,272.7145988,7.18E-04,1.273937276,-1.790038224
UKE,Yorkshire and the Humber,18/01/2015,271.0727191,272.7209085,0.001091078,2.182551267,-1.660555104
UKF,East Midlands (England),18/01/2015,271.6329085,273.1885318,2.05E-04,1.903358606,-1.462499842
UKG,West Midlands (England),18/01/2015,271.5803458,273.4379408,5.03E-04,1.592745823,-1.830182248
UKH,East of England,18/01/2015,272.4771715,273.8618304,8.39E-04,1.666364352,-1.329744924
UKI,London,18/01/2015,273.1329644,274.4178534,0.002945283,0.887948058,-1.659544691
UKJ,South East (England),19/01/2015,271.4659019,273.5232399,3.21E-05,0.929016696,-1.883580699
UKK,South West (England),19/01/2015,270.6791955,273.7166839,2.00E-05,0.537149974,-1.193154918
UKL,Wales,19/01/2015,269.7955429,272.5880758,4.62E-05,0.462754052,-0.455258751
UKM,Scotland,19/01/2015,267.6843758,269.9335499,1.92E-04,0.035847105,-0.173475082
UKN,Northern Ireland,19/01/2015,269.8370796,272.805108,8.32E-05,0.030718006,0.674666589
UKC,North East (England),19/01/2015,272.1504456,273.6116096,0.001742077,1.390051106,-2.559663982
UKD,North West (England),19/01/2015,270.0564537,271.9958099,2.76E-05,0.660115323,-0.999693363
UKE,Yorkshire and the Humber,19/01/2015,271.3681959,273.1136941,2.35E-04,2.165300892,-1.427045145
UKF,East Midlands (England),19/01/2015,270.7771362,273.0545074,4.40E-05,2.126134491,-0.913470979
UKG,West Midlands (England),19/01/2015,270.108289,272.3391146,7.53E-06,1.295361986,-0.821334339
UKH,East of England,19/01/2015,271.855734,273.6012885,5.19E-05,1.949315261,-1.080801996
UKI,London,19/01/2015,271.9362672,273.8007238,1.37E-05,1.068800138,-1.31429582
UKJ,South East (England),20/01/2015,271.5556195,273.2824059,0.001689531,-1.278814908,2.274607085
UKK,South West (England),20/01/2015,272.8707118,275.2784626,0.004198674,-1.380504626,3.053890231
UKL,Wales,20/01/2015,271.366538,273.5574138,0.003165313,-2.398752674,1.956535126
UKM,Scotland,20/01/2015,269.2814582,271.5922658,0.001189942,-1.583144923,2.860552944
UKN,Northern Ireland,20/01/2015,272.7767011,274.840049,0.005279213,-0.91431622,2.617261337
UKC,North East (England),20/01/2015,271.2015149,272.7104986,1.12E-04,-0.364788973,1.801727975
UKD,North West (England),20/01/2015,270.6309513,272.5147733,7.70E-04,-2.07803951,1.71503049
UKE,Yorkshire and the Humber,20/01/2015,271.487619,272.7919581,2.43E-04,-0.731192265,1.894113815
UKF,East Midlands (England),20/01/2015,271.1529561,272.830989,7.32E-04,-1.092867192,2.198225141
UKG,West Midlands (England),20/01/2015,270.5929452,272.3956815,0.002531273,-1.976949035,2.117782451
UKH,East of England,20/01/2015,271.3931182,273.4296913,3.26E-04,-0.617927222,1.853521954
UKI,London,20/01/2015,272.1086094,273.3496569,6.46E-04,-1.354301625,1.617274631
UKJ,South East (England),21/01/2015,274.5477124,276.0103595,0.001814497,-2.433812067,2.144175954
UKK,South West (England),21/01/2015,275.2700955,276.4258627,0.002457191,-0.742488781,-0.082358872
UKL,Wales,21/01/2015,274.1338189,275.0452771,0.002019343,-0.655681614,-0.828301077
UKM,Scotland,21/01/2015,270.4724129,272.5154227,8.21E-04,-1.746076713,1.774138785
UKN,Northern Ireland,21/01/2015,273.6180595,274.33625,0.001065878,0.447045653,0.185163443
UKC,North East (England),21/01/2015,271.8162089,273.2508991,0.001321477,-1.927237812,1.489216105
UKD,North West (England),21/01/2015,272.4120031,273.7856471,0.002287452,-2.834010228,0.509148085
UKE,Yorkshire and the Humber,21/01/2015,272.4604635,273.5161361,0.004017859,-2.733305146,1.675890396
UKF,East Midlands (England),21/01/2015,273.1938531,274.4632118,0.003418677,-3.052805358,2.336416589
UKG,West Midlands (England),21/01/2015,274.4901807,275.0822973,0.004415868,-2.250090207,1.470681678
UKH,East of England,21/01/2015,272.9667393,275.0986657,0.001024175,-2.757850392,2.661674824
UKI,London,21/01/2015,274.0172798,275.5596289,9.24E-04,-2.519372326,1.654315924
UKJ,South East (England),22/01/2015,272.3411007,274.710454,5.38E-05,-1.424948845,-1.806626244
UKK,South West (England),22/01/2015,273.7862796,275.3923919,3.02E-04,-1.539035617,-1.237353238
UKL,Wales,22/01/2015,273.0278825,274.2453379,3.33E-04,-1.087628218,0.382469078
UKM,Scotland,22/01/2015,271.4444486,272.8959534,2.71E-04,0.080444617,2.688175765
UKN,Northern Ireland,22/01/2015,273.7770889,274.5317599,2.40E-05,0.125478242,1.942821472
UKC,North East (England),22/01/2015,271.7971992,272.9639495,7.18E-05,0.557616736,1.147341087
UKD,North West (England),22/01/2015,271.6121239,272.4185242,4.47E-05,-0.982531232,0.887331047
UKE,Yorkshire and the Humber,22/01/2015,271.6949785,272.7302423,1.23E-04,0.160376194,0.272788116
UKF,East Midlands (England),22/01/2015,271.8398527,273.4130021,3.78E-05,-0.91382804,-0.368872021
UKG,West Midlands (England),22/01/2015,272.6453144,274.118386,1.97E-04,-0.862363159,-0.16565591
UKH,East of England,22/01/2015,271.7391094,274.2577318,1.49E-04,-1.734623873,-1.37012911
UKI,London,22/01/2015,272.2716902,274.4101674,4.54E-05,-1.160673212,-1.638410556
UKJ,South East (England),23/01/2015,272.600391,274.7379738,0.001479677,1.147161286,2.165286178
UKK,South West (England),23/01/2015,274.7890574,276.775358,0.001989717,1.362193274,2.761454551
UKL,Wales,23/01/2015,275.3341158,276.7138499,0.004913875,1.844619358,3.123458278
UKM,Scotland,23/01/2015,274.655457,276.2740117,0.006813006,3.640201502,3.647107979
UKN,Northern Ireland,23/01/2015,276.1892778,277.8134806,0.002800953,3.354307867,2.456761559
UKC,North East (England),23/01/2015,274.3869825,275.9152881,0.002825879,3.126066641,3.643815385
UKD,North West (England),23/01/2015,274.7339209,275.8934429,0.007683269,1.863789586,3.455011761
UKE,Yorkshire and the Humber,23/01/2015,273.3045647,274.6733438,0.00263052,2.35064445,3.972765574
UKF,East Midlands (England),23/01/2015,272.5334845,274.237203,0.002985237,2.041555763,4.025959154
UKG,West Midlands (England),23/01/2015,273.835332,275.3129011,0.002679271,1.582023313,3.325792128
UKH,East of England,23/01/2015,271.833422,274.2582377,0.001734925,1.531475488,3.094826218
UKI,London,23/01/2015,272.1519977,274.1882613,0.001883651,1.084417188,1.998353967
UKJ,South East (England),24/01/2015,274.343563,276.9078067,0.003271526,3.646540773,-2.311716553
UKK,South West (England),24/01/2015,273.9866495,277.2282119,5.27E-04,3.263788897,-2.925591183
UKL,Wales,24/01/2015,273.1810808,276.13701,1.80E-04,3.565453916,-1.885219451
UKM,Scotland,24/01/2015,272.2254933,275.1563414,0.00217224,5.339705193,0.157061356
UKN,Northern Ireland,24/01/2015,272.5719835,276.6745797,2.23E-04,3.671862544,0.501862802
UKC,North East (England),24/01/2015,272.6538482,275.3161338,4.63E-05,5.390427989,-0.033452893
UKD,North West (England),24/01/2015,273.5706302,275.9807633,7.71E-04,4.582980981,-1.262426021
UKE,Yorkshire and the Humber,24/01/2015,273.1992763,275.8497933,8.85E-05,5.301819992,-1.138161547
UKF,East Midlands (England),24/01/2015,273.6319291,276.2544382,7.56E-04,4.916424375,-1.878488175
UKG,West Midlands (England),24/01/2015,273.3370172,276.0397098,5.12E-04,3.707809046,-1.727770926
UKH,East of England,24/01/2015,274.1740228,276.8237988,0.003480716,4.76904796,-2.131091387
UKI,London,24/01/2015,274.4296859,276.9822992,0.004034872,3.555505343,-1.913612382
UKJ,South East (England),25/01/2015,274.9846688,276.9399256,3.87E-05,3.185316682,0.752986832
UKK,South West (England),25/01/2015,276.0941504,278.3563244,6.04E-05,3.146819366,1.687376059
UKL,Wales,25/01/2015,277.0619222,278.5037932,4.12E-04,3.228573419,2.321833056
UKM,Scotland,25/01/2015,277.3395325,278.7659772,0.004896909,3.975076868,3.717301947
