NUTS_ID,NUTS_NAME,date,dewpoint_temperature_2m,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m
RO3,Macroregiunea Trei,13/01/2012,270.7812305,274.916781,1.82E-05,3.288896195,0.554234006
RO4,Macroregiunea Patru,13/01/2012,271.0340946,273.8884988,0.002593683,2.685372289,0.261361838
RO1,Macroregiunea Unu,14/01/2012,267.0004458,269.3335758,0.004236243,2.782787239,-0.007249281
RO2,Macroregiunea Doi,14/01/2012,266.8877257,272.2333422,4.47E-04,2.795121843,-0.017688511
RO3,Macroregiunea Trei,14/01/2012,267.6246175,273.4210165,1.20E-04,3.787285141,-0.101952614
RO4,Macroregiunea Patru,14/01/2012,268.3542199,272.3439965,0.002328691,3.408656494,-0.342069336
RO1,Macroregiunea Unu,15/01/2012,264.3295831,267.2690766,0.002525212,2.189910864,-0.826114145
RO2,Macroregiunea Doi,15/01/2012,264.8233237,270.7498618,4.99E-04,2.276729181,-0.937208385
RO3,Macroregiunea Trei,15/01/2012,265.877849,271.108534,2.49E-04,2.280700617,-0.541233533
RO4,Macroregiunea Patru,15/01/2012,265.5768315,270.3357846,0.00185605,2.488421552,-1.06681421
RO1,Macroregiunea Unu,16/01/2012,261.8443023,265.0159503,8.53E-04,1.652725614,-1.025525041
RO2,Macroregiunea Doi,16/01/2012,263.4794065,269.19463,6.82E-04,1.659272974,-2.403689569
RO3,Macroregiunea Trei,16/01/2012,263.5102951,269.7171287,4.68E-04,0.996327547,-1.003798655
RO4,Macroregiunea Patru,16/01/2012,263.2370219,268.9975117,5.17E-04,1.653996415,-1.430587876
RO1,Macroregiunea Unu,17/01/2012,262.2347042,265.1830914,0.002222583,1.51108702,0.081231459
RO2,Macroregiunea Doi,17/01/2012,262.7432394,268.7148856,0.001209353,1.830247776,-0.694959733
RO3,Macroregiunea Trei,17/01/2012,262.5426196,269.312914,1.88E-04,2.14166242,0.156419037
RO4,Macroregiunea Patru,17/01/2012,264.3454001,268.8754622,0.001378649,1.822951617,-0.01358645
RO1,Macroregiunea Unu,18/01/2012,260.7345649,264.3997954,6.01E-04,0.341274353,0.024358586
RO2,Macroregiunea Doi,18/01/2012,260.968746,267.456353,2.36E-04,0.687794245,-1.328981389
RO3,Macroregiunea Trei,18/01/2012,263.0351096,268.7746443,1.91E-04,0.277847067,-0.283009838
RO4,Macroregiunea Patru,18/01/2012,265.2630294,269.132879,5.14E-04,0.708235551,-0.020443942
RO1,Macroregiunea Unu,19/01/2012,267.0533787,269.1731866,0.005632564,0.417563931,1.360870118
RO2,Macroregiunea Doi,19/01/2012,265.5292376,269.7043814,0.001068158,0.679660641,1.882936134
RO3,Macroregiunea Trei,19/01/2012,267.0292583,270.9805464,4.56E-04,1.78202488,1.005972806
RO4,Macroregiunea Patru,19/01/2012,269.0655199,272.7102978,0.002404324,1.211701391,1.191114035
RO1,Macroregiunea Unu,20/01/2012,272.2181129,272.9722207,0.008577591,0.739725639,1.10895951
RO2,Macroregiunea Doi,20/01/2012,271.7192843,273.777497,0.002833975,0.702734075,1.549337663
RO3,Macroregiunea Trei,20/01/2012,273.0656956,275.3208231,0.004283287,2.201164637,1.004679801
RO4,Macroregiunea Patru,20/01/2012,273.8852348,275.3705516,0.0147361,1.796567818,0.789060665
RO1,Macroregiunea Unu,21/01/2012,268.4886642,270.1858848,0.002659061,1.669995505,-0.555240988
RO2,Macroregiunea Doi,21/01/2012,271.1513229,272.8309652,0.007249378,0.996943499,-1.843767653
RO3,Macroregiunea Trei,21/01/2012,271.8573142,273.583373,0.010761613,1.767478834,-1.233572233
RO4,Macroregiunea Patru,21/01/2012,269.4238721,272.7674476,0.001031859,2.207836985,-1.000139978
RO1,Macroregiunea Unu,22/01/2012,268.3555293,270.159937,0.006221839,1.203057427,1.118082904
RO2,Macroregiunea Doi,22/01/2012,268.275856,271.5240243,0.001603624,2.25679958,-2.01E-04
RO3,Macroregiunea Trei,22/01/2012,269.1349653,272.3746302,6.09E-04,3.339071562,0.372484334
RO4,Macroregiunea Patru,22/01/2012,270.467356,273.5915444,0.004459798,1.977684162,0.857481848
RO1,Macroregiunea Unu,23/01/2012,270.6055579,271.9877605,0.00589789,1.461846959,0.846179826
RO2,Macroregiunea Doi,23/01/2012,270.127412,272.8713178,6.68E-04,1.820420315,0.5752171
RO3,Macroregiunea Trei,23/01/2012,272.0937857,275.4954652,7.31E-04,2.759285326,0.298123292
RO4,Macroregiunea Patru,23/01/2012,272.3182342,275.2256272,0.003332433,1.973452259,0.343657597
RO1,Macroregiunea Unu,24/01/2012,269.6625159,271.2551075,0.002216178,-0.748458701,0.076127525
RO2,Macroregiunea Doi,24/01/2012,270.4921967,272.5494399,8.63E-04,-0.97186608,0.06762721
RO3,Macroregiunea Trei,24/01/2012,272.2398446,274.4148252,0.005735173,-2.162468116,-0.846934895
RO4,Macroregiunea Patru,24/01/2012,272.3327545,273.800496,0.008026607,-1.149509554,-0.91426691
RO1,Macroregiunea Unu,25/01/2012,268.2359636,270.2595523,0.00702626,-1.573450771,-1.701117954
RO2,Macroregiunea Doi,25/01/2012,269.8779058,271.4717883,0.012803102,-2.780645955,-2.887612079
RO3,Macroregiunea Trei,25/01/2012,271.9098666,273.1800623,0.021946163,-4.578259556,-3.796389551
RO4,Macroregiunea Patru,25/01/2012,271.745355,273.0518991,0.014491092,-1.250757382,-2.333787923
RO1,Macroregiunea Unu,26/01/2012,262.4959715,266.2054202,0.001103106,-1.60145163,-0.535800824
RO2,Macroregiunea Doi,26/01/2012,260.7757541,264.2402171,0.003176855,-1.243464846,-4.078250989
RO3,Macroregiunea Trei,26/01/2012,263.8376007,266.7175202,0.01094698,-2.578353386,-3.418583654
RO4,Macroregiunea Patru,26/01/2012,268.2494581,270.537682,0.007557299,-0.343431078,-0.073511723
RO1,Macroregiunea Unu,27/01/2012,259.8276658,263.7256414,2.38E-04,-1.124069007,-0.016637488
RO2,Macroregiunea Doi,27/01/2012,258.5519058,262.2274957,0.001120567,0.123696675,-3.151516189
RO3,Macroregiunea Trei,27/01/2012,261.294195,263.9663668,0.00139147,-0.158603066,-0.974907304
RO4,Macroregiunea Patru,27/01/2012,264.8399452,267.6763248,5.40E-04,-0.306757663,0.467240387
RO1,Macroregiunea Unu,28/01/2012,260.6273809,264.5200754,1.33E-05,-1.023893913,0.106628734
RO2,Macroregiunea Doi,28/01/2012,257.636264,261.2726228,2.94E-05,-0.083157506,-1.555475231
RO3,Macroregiunea Trei,28/01/2012,259.2977699,261.8709081,7.46E-05,-0.769241316,-0.999290829
RO4,Macroregiunea Patru,28/01/2012,263.0591526,266.3000016,1.40E-04,-0.827002754,0.343042318
RO1,Macroregiunea Unu,29/01/2012,256.4539943,262.1087777,2.04E-06,-1.299060402,-0.414745293
RO2,Macroregiunea Doi,29/01/2012,255.6422692,260.1385929,2.61E-05,0.384813054,-2.731128395
RO3,Macroregiunea Trei,29/01/2012,256.3337364,259.9113273,5.12E-06,-0.310317815,-1.049421034
RO4,Macroregiunea Patru,29/01/2012,259.9901991,264.5931814,4.20E-05,-0.830763898,0.09880191
RO1,Macroregiunea Unu,30/01/2012,254.6523152,259.6908662,1.17E-05,-1.516941819,-0.294557622
RO2,Macroregiunea Doi,30/01/2012,256.6870909,260.5123105,2.90E-04,0.369215023,-3.696222179
RO3,Macroregiunea Trei,30/01/2012,255.8587634,259.6161758,4.36E-05,-0.328790151,-1.429235442
RO4,Macroregiunea Patru,30/01/2012,257.2156186,262.1924382,1.63E-05,-0.375972253,0.327754749
RO1,Macroregiunea Unu,31/01/2012,254.0968135,259.0643517,5.73E-06,-1.214014292,-0.344452078
RO2,Macroregiunea Doi,31/01/2012,257.2352793,260.8264966,2.08E-04,0.286127275,-3.840965598
RO3,Macroregiunea Trei,31/01/2012,255.6906453,259.366237,5.96E-05,0.449558953,-1.031889498
RO4,Macroregiunea Patru,31/01/2012,256.0493685,261.3994306,4.06E-06,-0.341533983,0.002494093
RO1,Macroregiunea Unu,01/02/2012,252.2634007,257.716461,5.27E-06,-1.514686392,0.122338217
RO2,Macroregiunea Doi,01/02/2012,253.7516785,257.7414914,8.99E-05,-0.563950849,-1.835582054
RO3,Macroregiunea Trei,01/02/2012,254.1551616,257.7652617,3.87E-05,-1.73484352,-0.746332643
RO4,Macroregiunea Patru,01/02/2012,255.129257,260.1990375,5.40E-05,-1.606495193,0.380853485
RO1,Macroregiunea Unu,02/02/2012,252.2054752,257.4346218,9.93E-05,-1.008428927,-0.019873038
RO2,Macroregiunea Doi,02/02/2012,254.3842346,257.9471339,4.13E-04,-1.285948721,-0.818689157
RO3,Macroregiunea Trei,02/02/2012,257.4821005,260.6280617,0.002117332,-2.458276769,-1.654750636
RO4,Macroregiunea Patru,02/02/2012,256.7716126,262.0034117,0.001469563,-1.376656504,-0.212292486
RO1,Macroregiunea Unu,03/02/2012,258.0975159,261.4009059,0.004929429,-1.477026957,-0.406772569
RO2,Macroregiunea Doi,03/02/2012,258.8087865,261.4280721,0.007063106,-1.289907122,-1.113990197
RO3,Macroregiunea Trei,03/02/2012,263.194687,265.2383353,0.004733314,-3.121091124,-1.831191474
RO4,Macroregiunea Patru,03/02/2012,261.838389,264.6734881,0.009574152,-1.93357455,-0.647654403
RO1,Macroregiunea Unu,04/02/2012,264.5635401,266.7647199,0.004976774,-0.945815577,-0.425191858
RO2,Macroregiunea Doi,04/02/2012,266.1079449,267.6105546,0.004595086,-0.993956365,-0.354445516
RO3,Macroregiunea Trei,04/02/2012,271.0535282,272.0849383,0.003542102,-2.847471749,-0.787408938
RO4,Macroregiunea Patru,04/02/2012,266.2515614,267.7736303,0.007028834,-0.834562989,-0.507891713
RO1,Macroregiunea Unu,05/02/2012,263.5111302,265.3689845,0.004650272,0.26442121,-0.723403772
RO2,Macroregiunea Doi,05/02/2012,266.453313,267.9737585,0.011766285,-0.43195028,-1.496500625
RO3,Macroregiunea Trei,05/02/2012,271.3533963,272.1513675,0.012855041,-0.872898612,-0.284447949
RO4,Macroregiunea Patru,05/02/2012,264.0698031,266.0563871,0.00401529,0.996205397,-0.447742389
RO1,Macroregiunea Unu,06/02/2012,261.2384213,263.6998491,8.66E-04,-0.886092792,-0.788221865
RO2,Macroregiunea Doi,06/02/2012,262.578763,264.7612888,0.004467173,-0.566244698,-2.999390109
RO3,Macroregiunea Trei,06/02/2012,265.9111061,267.7512566,0.00917237,-3.115903154,-2.172408562
RO4,Macroregiunea Patru,06/02/2012,263.1786954,265.1928875,0.003772321,-0.720059403,-0.444876899
RO1,Macroregiunea Unu,07/02/2012,258.3480809,263.0028793,2.17E-05,-1.957849829,-0.707673768
RO2,Macroregiunea Doi,07/02/2012,258.1008787,261.8741046,2.80E-04,-1.845977931,-4.407816833
RO3,Macroregiunea Trei,07/02/2012,260.371128,264.7205112,4.20E-04,-4.65456283,-4.372389412
RO4,Macroregiunea Patru,07/02/2012,261.7315563,264.8909642,0.001002332,-1.200799926,-0.033665556
RO1,Macroregiunea Unu,08/02/2012,252.6880024,258.4317564,6.76E-06,-1.115791788,0.009343571
RO2,Macroregiunea Doi,08/02/2012,252.8290178,257.5704023,1.11E-04,-0.173250081,-2.767280408
RO3,Macroregiunea Trei,08/02/2012,254.7141586,259.2399643,1.38E-04,-1.637733257,-2.105055748
RO4,Macroregiunea Patru,08/02/2012,256.1476172,260.2049756,9.07E-05,-0.582325046,0.11213151
RO1,Macroregiunea Unu,09/02/2012,255.2325518,260.270285,1.75E-04,-0.433534998,-0.130050404
RO2,Macroregiunea Doi,09/02/2012,254.1658153,258.6378402,1.41E-04,0.128641142,-1.803811625
RO3,Macroregiunea Trei,09/02/2012,252.8247955,256.7925367,6.20E-06,0.181514175,-1.100719219
RO4,Macroregiunea Patru,09/02/2012,254.5570087,258.0027308,1.06E-04,-0.008210342,-0.187082154
RO1,Macroregiunea Unu,10/02/2012,256.0520477,259.8263981,9.92E-05,-0.81255979,-0.259627871
RO2,Macroregiunea Doi,10/02/2012,254.9001647,258.8998013,1.02E-04,0.495721135,-2.132262554
RO3,Macroregiunea Trei,10/02/2012,255.3900574,258.6901699,1.26E-04,-0.818008296,-0.98326206
RO4,Macroregiunea Patru,10/02/2012,255.7316966,259.1495197,7.94E-05,-0.871761602,-0.217710938
RO1,Macroregiunea Unu,11/02/2012,255.6165544,259.4935975,3.97E-04,-1.323479481,-0.024391944
RO2,Macroregiunea Doi,11/02/2012,254.3755817,258.3319551,4.23E-04,-0.312044094,-1.286329128
RO3,Macroregiunea Trei,11/02/2012,256.3691796,259.2064583,0.001883185,-2.419907641,-1.371929809
RO4,Macroregiunea Patru,11/02/2012,257.9865476,260.9844913,0.002977786,-1.727540463,-0.358431787
RO1,Macroregiunea Unu,12/02/2012,259.8090194,263.0532223,0.001587068,-1.030486323,0.083665274
RO2,Macroregiunea Doi,12/02/2012,259.3922343,262.221685,0.002609517,-1.228039432,-0.636576816
RO3,Macroregiunea Trei,12/02/2012,263.6978427,265.6295949,0.005548572,-2.829168132,-1.884005575
RO4,Macroregiunea Patru,12/02/2012,262.7008865,264.8742919,0.005910369,-1.235827129,-0.356546086
RO1,Macroregiunea Unu,13/02/2012,265.1818819,266.7472438,0.006775684,0.379688522,-0.292203884
RO2,Macroregiunea Doi,13/02/2012,266.0537783,267.5121822,0.012613564,-1.384312155,-0.617148277
RO3,Macroregiunea Trei,13/02/2012,268.476107,269.5825232,0.015137739,-0.782292516,-0.703733446
RO4,Macroregiunea Patru,13/02/2012,265.0147179,266.5746809,0.009727892,1.090059476,-0.195023132
RO1,Macroregiunea Unu,14/02/2012,261.3815799,263.7092669,0.001619264,1.368680624,0.056810393
RO2,Macroregiunea Doi,14/02/2012,262.9389756,265.5225215,0.003223904,1.835885279,-1.039818134
RO3,Macroregiunea Trei,14/02/2012,264.0861148,266.476093,9.18E-04,2.602659624,0.820552103
RO4,Macroregiunea Patru,14/02/2012,262.3835575,265.0169149,6.68E-04,2.068417884,0.307536409
RO1,Macroregiunea Unu,15/02/2012,260.8698324,263.689378,0.003779537,0.482007236,2.025942496
RO2,Macroregiunea Doi,15/02/2012,260.5191043,263.7342016,2.25E-04,1.117345435,1.924722599
RO3,Macroregiunea Trei,15/02/2012,261.1131374,263.768222,7.94E-05,2.019832424,1.183725186
RO4,Macroregiunea Patru,15/02/2012,262.588035,265.6046854,0.003154408,1.4733658,1.495588531
RO1,Macroregiunea Unu,16/02/2012,264.492766,266.8675238,0.003942075,0.911632807,-1.448262213
RO2,Macroregiunea Doi,16/02/2012,263.1493018,266.0748356,7.90E-04,0.874206148,-1.544545868
RO3,Macroregiunea Trei,16/02/2012,265.7548651,268.3127508,0.001645593,1.275531929,-0.617911883
RO4,Macroregiunea Patru,16/02/2012,267.2246549,269.968528,0.00383348,2.913319851,-1.53887011
RO1,Macroregiunea Unu,17/02/2012,260.147006,263.0169257,9.32E-04,0.391358288,-0.053839634
RO2,Macroregiunea Doi,17/02/2012,261.1430442,264.5358335,1.20E-04,1.307842349,-2.400148965
RO3,Macroregiunea Trei,17/02/2012,263.3389565,265.7211126,4.08E-04,1.170222082,-0.429233288
RO4,Macroregiunea Patru,17/02/2012,264.6810605,267.3501142,0.001441295,1.463988137,-0.204690991
RO1,Macroregiunea Unu,18/02/2012,264.7427236,266.7392379,0.001287232,0.227471338,0.195689431
RO2,Macroregiunea Doi,18/02/2012,261.8519176,264.7097606,5.64E-04,0.878468039,0.452395416
RO3,Macroregiunea Trei,18/02/2012,263.1924821,265.1389574,1.44E-04,0.877544759,-0.033043597
RO4,Macroregiunea Patru,18/02/2012,268.6474822,270.5222805,0.001223617,1.019278769,-0.169754477
RO1,Macroregiunea Unu,19/02/2012,265.4040144,268.4506994,2.81E-04,-0.808095444,1.104574067
RO2,Macroregiunea Doi,19/02/2012,265.0502689,267.9490971,1.61E-05,0.177114127,1.112732651
RO3,Macroregiunea Trei,19/02/2012,264.9903023,266.8773699,1.57E-05,-0.29443554,-0.118913852
RO4,Macroregiunea Patru,19/02/2012,267.5667405,270.2569934,3.40E-04,-0.932844204,0.683502464
RO1,Macroregiunea Unu,20/02/2012,270.4184327,272.7468364,0.002331428,-0.181536221,0.024336373
RO2,Macroregiunea Doi,20/02/2012,268.443141,270.7807281,6.00E-04,0.022664041,1.008704466
RO3,Macroregiunea Trei,20/02/2012,267.9104619,269.8661256,1.84E-05,0.053414265,-0.056399313
RO4,Macroregiunea Patru,20/02/2012,270.374177,272.6526399,0.001016743,-0.078938775,-0.115306638
RO1,Macroregiunea Unu,21/02/2012,268.4940469,270.6769145,7.06E-04,0.071707201,-0.183270023
RO2,Macroregiunea Doi,21/02/2012,268.600201,271.16113,9.46E-04,0.512387541,-0.658713859
RO3,Macroregiunea Trei,21/02/2012,269.0700795,270.6011073,7.38E-05,-0.190528282,-0.553792887
RO4,Macroregiunea Patru,21/02/2012,270.7585375,272.2631749,5.93E-05,-0.222553593,-0.197119938
RO1,Macroregiunea Unu,22/02/2012,265.4867997,268.5901504,4.99E-06,-0.125886605,0.073452684
RO2,Macroregiunea Doi,22/02/2012,266.3261752,270.1005484,2.46E-06,1.315436427,0.134944276
RO3,Macroregiunea Trei,22/02/2012,268.2019184,269.7756799,6.73E-06,1.1508731,-0.018946787
RO4,Macroregiunea Patru,22/02/2012,269.3726472,271.2195799,4.71E-06,0.206214228,-0.289154013
RO1,Macroregiunea Unu,23/02/2012,266.733994,269.8421452,0.00111148,0.656595745,0.544730247
RO2,Macroregiunea Doi,23/02/2012,268.0981109,271.9282743,7.58E-04,2.09759728,1.420183118
RO3,Macroregiunea Trei,23/02/2012,269.1039797,270.8320493,7.35E-05,2.046344413,0.624300733
RO4,Macroregiunea Patru,23/02/2012,269.7617504,271.7048399,3.39E-04,0.849798658,0.333642017
RO1,Macroregiunea Unu,24/02/2012,272.0446172,273.2868287,0.002194492,1.972965508,0.696659463
RO2,Macroregiunea Doi,24/02/2012,271.5896594,275.2514474,6.03E-04,3.342328896,0.166013397
RO3,Macroregiunea Trei,24/02/2012,272.4201868,274.7005314,1.83E-04,3.002975945,-0.064695255
RO4,Macroregiunea Patru,24/02/2012,273.1783992,275.0704708,9.52E-04,2.690741952,-0.100003179
RO1,Macroregiunea Unu,25/02/2012,273.4304533,275.128045,0.003707222,2.877758572,-0.462080694
RO2,Macroregiunea Doi,25/02/2012,272.9792947,276.5593514,9.08E-04,3.202557468,-0.754931559
RO3,Macroregiunea Trei,25/02/2012,274.4450611,276.6604542,4.54E-04,3.586722824,-0.437880247
RO4,Macroregiunea Patru,25/02/2012,274.8118288,276.8686229,9.74E-04,3.360436765,-0.524456823
RO1,Macroregiunea Unu,26/02/2012,269.2806903,271.6172534,0.001771417,2.003000022,-0.648194967
RO2,Macroregiunea Doi,26/02/2012,270.6480414,273.9101841,9.10E-04,2.285892142,-0.66196333
RO3,Macroregiunea Trei,26/02/2012,271.7787114,274.1519548,2.61E-04,1.845156403,-0.488391402
RO4,Macroregiunea Patru,26/02/2012,271.4086054,274.0141697,6.44E-04,2.095865847,-0.916629413
RO1,Macroregiunea Unu,27/02/2012,262.8677047,266.6817817,8.36E-04,1.567414239,-1.946415476
RO2,Macroregiunea Doi,27/02/2012,265.5791285,269.9001668,7.26E-04,1.520033513,-2.814033712
RO3,Macroregiunea Trei,27/02/2012,267.1544497,270.8917714,3.19E-04,0.037023479,-1.779610598
RO4,Macroregiunea Patru,27/02/2012,265.7330071,270.1924618,4.19E-04,0.804937781,-2.11383793
RO1,Macroregiunea Unu,28/02/2012,261.3062801,265.2851321,0.001045085,1.114890006,-0.884459555
RO2,Macroregiunea Doi,28/02/2012,262.9281253,267.6221381,5.98E-04,1.639199699,-2.8703107
RO3,Macroregiunea Trei,28/02/2012,262.7476757,267.7725276,1.44E-04,1.303111791,-1.637654884
RO4,Macroregiunea Patru,28/02/2012,263.3417172,268.8400049,8.21E-04,1.432480924,-1.217169656
RO1,Macroregiunea Unu,29/02/2012,267.501887,269.9983048,0.00401567,0.786116702,-1.77323732
RO2,Macroregiunea Doi,29/02/2012,264.9459447,268.9116186,0.002084787,0.425555541,-1.91510457
RO3,Macroregiunea Trei,29/02/2012,266.0892036,269.7741631,0.001608206,0.007311727,-0.705357827
RO4,Macroregiunea Patru,29/02/2012,269.7963189,272.9218969,0.003336406,0.691552079,-1.593393525
RO1,Macroregiunea Unu,01/03/2012,267.8839347,271.3586744,3.27E-04,0.640665781,-0.98143718
RO2,Macroregiunea Doi,01/03/2012,266.6621645,270.8543974,2.60E-04,1.022443594,-3.080231242
RO3,Macroregiunea Trei,01/03/2012,267.913262,271.5143083,3.34E-04,0.953916696,-1.156913697
RO4,Macroregiunea Patru,01/03/2012,269.8012673,273.5070783,1.46E-04,0.567309322,-0.755437124
RO1,Macroregiunea Unu,02/03/2012,272.5892207,274.2166912,0.00364156,1.630201172,-0.644475442
RO2,Macroregiunea Doi,02/03/2012,271.6037624,274.283976,0.002346808,2.504349801,-0.751508002
RO3,Macroregiunea Trei,02/03/2012,271.9035501,274.33737,5.77E-04,2.054616893,-0.234589642
RO4,Macroregiunea Patru,02/03/2012,274.4977289,276.6150698,0.001570098,1.489241881,-0.364224379
RO1,Macroregiunea Unu,03/03/2012,268.2708473,272.1985331,0.001079788,2.586089182,-2.791340578
RO2,Macroregiunea Doi,03/03/2012,269.6442119,273.8811596,0.002301935,3.076406514,-3.991692648
RO3,Macroregiunea Trei,03/03/2012,269.7384217,274.9457399,7.31E-04,2.405615257,-2.21722715
RO4,Macroregiunea Patru,03/03/2012,270.0537789,276.1949656,2.12E-04,2.145960993,-2.082909645
RO1,Macroregiunea Unu,04/03/2012,265.3483582,269.5794918,1.11E-04,0.990065264,-1.629088469
RO2,Macroregiunea Doi,04/03/2012,267.4414635,272.1818489,5.09E-04,2.315080436,-3.146423821
RO3,Macroregiunea Trei,04/03/2012,268.2324588,273.14484,1.27E-04,0.539972821,-1.344946769
RO4,Macroregiunea Patru,04/03/2012,267.9200943,273.9755043,1.21E-06,0.773254487,-1.413043408
RO1,Macroregiunea Unu,05/03/2012,262.2981716,267.3848383,5.83E-05,-0.132813246,-1.071955526
RO2,Macroregiunea Doi,05/03/2012,264.3399746,269.1492245,4.61E-04,0.903029857,-1.498531913
RO3,Macroregiunea Trei,05/03/2012,267.050529,271.7466484,2.21E-04,-1.348396819,-0.560220316
